position,TECAN,sample,REP,conc_ara,tmp,k,n0,r,t_mid,t_gen,auc_l,auc_e,sigma
G12,43,WT&EMPTY,4,0.02,0,1.19874015483859,0.00415475040979478,1.0249107453642,5.52370255772533,0.67630004241358,17.3492586494113,12.75891875,0.0357781615771428
H1,43,NC,2,0.0,10,0.000609999999999992,0.00116865099665782,0.0597365208429977,-12.3555977954272,11.6034072754539,0.0172423994073017,0.0145549999999999,0.000637578820275051
H2,43,NC,2,5e-05,10,0.000574999999999992,0.00250833520669132,0.0826858292176814,-3.14893946667331,8.38290172715259,0.0206337782904971,0.0150774999999999,0.000440666681920204
H3,43,WT&EMPTY,3,0.0001,10,0.000619999999999996,0.00336,0.0635845424525903,-3.20806041385334,10.9011900349329,0.0263475080885969,0.0195075,0.000726757989030585
H4,43,WT&EMPTY,4,0.0001,10,0.000824999999999992,0.00369999999999999,0.0787061648585622,-3.20534161274684,8.80677113165856,0.0303904675765405,0.0230849999999999,0.000733553962632231
H5,43,NC,2,0.002,10,0.000620000000000002,0.00312552974931642,0.107068537670706,-2.06506602650155,6.47386427086311,0.0211944111371406,0.01592625,0.000462049309986515
H6,43,NC,2,0.005,10,0.000909999999999994,0.00185106473494116,0.0478429387082909,-14.140108701297,14.4879725049128,0.027573737753414,0.01957125,0.000712199782624599
H7,43,NC,2,0.0,0,0.000980000000000002,0.00348057226666266,0.119827678268673,-2.75960543627203,5.78453317776715,0.0294121517831011,0.02218875,0.000474495633601054
H8,43,NC,2,5e-05,0,0.00068,0.00236424973389247,0.161319684245774,-2.10228858978597,4.29673033269715,0.0187317663062131,0.0132400000000001,0.000364647005871279
H9,43,WT&EMPTY,3,0.0001,0,1.22648221005613,0.00230078497274665,1.16716058646488,5.37781809185337,0.593874732061817,17.9318729051166,13.266755,0.0268229636849909
H10,43,WT&EMPTY,4,0.0001,0,1.24240146058681,0.00250960115265893,1.14269914315547,5.42807408636022,0.606587643573337,18.101983676711,13.371315,0.0280162024677341
H11,43,NC,2,0.002,0,0.000829999999999997,0.00276614695979646,0.136787140004268,-2.60810678300714,5.06734171456703,0.0236224977535195,0.01652875,0.000463674666224564
H12,43,NC,2,0.005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
